id	sentence1	sentence2	label
1106466026642984963	africellug is a network for all thats why people are throwing away other sim cards and buying those of 	africell - CustomerService	None
1106466026642984963	africellug is a network for all thats why people are throwing away other sim cards and buying those of 	africell - Data	None
1106466026642984963	africellug is a network for all thats why people are throwing away other sim cards and buying those of 	africell - General	Positive
1106466026642984963	africellug is a network for all thats why people are throwing away other sim cards and buying those of 	africell - Network	None
1106471961880743937	africellug sheilahgashumba thanks pray 	africell - Calls	None
1106471961880743937	africellug sheilahgashumba thanks pray 	africell - CustomerService	None
1106471961880743937	africellug sheilahgashumba thanks pray 	africell - Data	None
1106471961880743937	africellug sheilahgashumba thanks pray 	africell - General	Positive
1106471961880743937	africellug sheilahgashumba thanks pray 	africell - Network	None
1106476196387307521	africellug i donno why i took this long best internet speed in my locality asante 	africell - Calls	None
1106476196387307521	africellug i donno why i took this long best internet speed in my locality asante 	africell - CustomerService	None
1106476196387307521	africellug i donno why i took this long best internet speed in my locality asante 	africell - Data	Positive
1106476196387307521	africellug i donno why i took this long best internet speed in my locality asante 	africell - General	None
1106476196387307521	africellug i donno why i took this long best internet speed in my locality asante 	africell - Network	None
1106482044455043073	africellug thanks for the love 	africell - Calls	None
1106482044455043073	africellug thanks for the love 	africell - CustomerService	None
1106482044455043073	africellug thanks for the love 	africell - Data	None
1106482044455043073	africellug thanks for the love 	africell - General	Positive
1106482044455043073	africellug thanks for the love 	africell - Network	None
1106496595762270209	i am sorry to hear this but the good news is that the africellug are back and guess what they are ott free 	africell - Calls	None
1106496595762270209	i am sorry to hear this but the good news is that the africellug are back and guess what they are ott free 	africell - CustomerService	None
1106496595762270209	i am sorry to hear this but the good news is that the africellug are back and guess what they are ott free 	africell - Data	Positive
1106496595762270209	i am sorry to hear this but the good news is that the africellug are back and guess what they are ott free 	africell - General	None
1106496595762270209	i am sorry to hear this but the good news is that the africellug are back and guess what they are ott free 	africell - Network	None
1106500479725510656	africellug enjoying your offers i hope they can last longer 	africell - Calls	None
1106500479725510656	africellug enjoying your offers i hope they can last longer 	africell - CustomerService	None
1106500479725510656	africellug enjoying your offers i hope they can last longer 	africell - Data	None
1106500479725510656	africellug enjoying your offers i hope they can last longer 	africell - General	Positive
1106500479725510656	africellug enjoying your offers i hope they can last longer 	africell - Network	None
1106505714736881665	africellug wow this so sweet gbs for days this sounds like a some 	africell - Calls	None
1106505714736881665	africellug wow this so sweet gbs for days this sounds like a some 	africell - CustomerService	None
1106505714736881665	africellug wow this so sweet gbs for days this sounds like a some 	africell - Data	Positive
1106505714736881665	africellug wow this so sweet gbs for days this sounds like a some 	africell - General	None
1106505714736881665	africellug wow this so sweet gbs for days this sounds like a some 	africell - Network	None
1106520159634817024	africellug its a best deal of week 	africell - Calls	None
1106520159634817024	africellug its a best deal of week 	africell - CustomerService	None
1106520159634817024	africellug its a best deal of week 	africell - Data	None
1106520159634817024	africellug its a best deal of week 	africell - General	Positive
1106520159634817024	africellug its a best deal of week 	africell - Network	None
1106530914107080705	africellug oba who in the country are better than u guyz 	africell - Calls	None
1106530914107080705	africellug oba who in the country are better than u guyz 	africell - CustomerService	None
1106530914107080705	africellug oba who in the country are better than u guyz 	africell - Data	None
1106530914107080705	africellug oba who in the country are better than u guyz 	africell - General	Positive
1106530914107080705	africellug oba who in the country are better than u guyz 	africell - Network	None
1106546530771709953	africellug out here selling data at tomato prices thank u so much guys u understand the struggle 	africell - Calls	None
1106546530771709953	africellug out here selling data at tomato prices thank u so much guys u understand the struggle 	africell - CustomerService	None
1106546530771709953	africellug out here selling data at tomato prices thank u so much guys u understand the struggle 	africell - Data	Positive
1106546530771709953	africellug out here selling data at tomato prices thank u so much guys u understand the struggle 	africell - General	None
1106546530771709953	africellug out here selling data at tomato prices thank u so much guys u understand the struggle 	africell - Network	None
1106558064763781120	africellug resorted to africell bundles these day very affordable 	africell - Calls	None
1106558064763781120	africellug resorted to africell bundles these day very affordable 	africell - CustomerService	None
1106558064763781120	africellug resorted to africell bundles these day very affordable 	africell - Data	None
1106558064763781120	africellug resorted to africell bundles these day very affordable 	africell - General	Positive
1106558064763781120	africellug resorted to africell bundles these day very affordable 	africell - Network	None
1106565578955870208	happiness is being on africellug 	africell - Calls	None
1106565578955870208	happiness is being on africellug 	africell - CustomerService	None
1106565578955870208	happiness is being on africellug 	africell - Data	None
1106565578955870208	happiness is being on africellug 	africell - General	Positive
1106565578955870208	happiness is being on africellug 	africell - Network	None
1106608159790108673	africellug you blocked my number when i needed it the most 	africell - Calls	None
1106608159790108673	africellug you blocked my number when i needed it the most 	africell - CustomerService	None
1106608159790108673	africellug you blocked my number when i needed it the most 	africell - Data	None
1106608159790108673	africellug you blocked my number when i needed it the most 	africell - General	None
1106608159790108673	africellug you blocked my number when i needed it the most 	africell - Network	Negative
1106649198508867584	feels like a very long time ago when we once used to rave over mtn s gaga bundles africellug swift bundle is now the new babe on the block how times change products that dont evolve will eventually be dumped by clients 	africell - Calls	None
1106649198508867584	feels like a very long time ago when we once used to rave over mtn s gaga bundles africellug swift bundle is now the new babe on the block how times change products that dont evolve will eventually be dumped by clients 	africell - CustomerService	None
1106649198508867584	feels like a very long time ago when we once used to rave over mtn s gaga bundles africellug swift bundle is now the new babe on the block how times change products that dont evolve will eventually be dumped by clients 	africell - Data	Positive
1106649198508867584	feels like a very long time ago when we once used to rave over mtn s gaga bundles africellug swift bundle is now the new babe on the block how times change products that dont evolve will eventually be dumped by clients 	africell - General	None
1106649198508867584	feels like a very long time ago when we once used to rave over mtn s gaga bundles africellug swift bundle is now the new babe on the block how times change products that dont evolve will eventually be dumped by clients 	africell - Network	None
1106803118820519937	you the best africellug 	africell - Calls	None
1106803118820519937	you the best africellug 	africell - CustomerService	None
1106803118820519937	you the best africellug 	africell - Data	None
1106803118820519937	you the best africellug 	africell - General	Positive
1106803118820519937	you the best africellug 	africell - Network	None
1106815063606939648	africellug plizzz add aption to deposit money using apay app 	africell - Calls	None
1106815063606939648	africellug plizzz add aption to deposit money using apay app 	africell - CustomerService	None
1106815063606939648	africellug plizzz add aption to deposit money using apay app 	africell - Data	None
1106815063606939648	africellug plizzz add aption to deposit money using apay app 	africell - General	None
1106815063606939648	africellug plizzz add aption to deposit money using apay app 	africell - Network	None
1106830913491619845	africellug am here enjoying your gb at shs a month new social bundle the no ott is the icing on the cake thank u for making life easier innocent your satisfied new customer 	africell - Calls	None
1106830913491619845	africellug am here enjoying your gb at shs a month new social bundle the no ott is the icing on the cake thank u for making life easier innocent your satisfied new customer 	africell - CustomerService	None
1106830913491619845	africellug am here enjoying your gb at shs a month new social bundle the no ott is the icing on the cake thank u for making life easier innocent your satisfied new customer 	africell - Data	Positive
1106830913491619845	africellug am here enjoying your gb at shs a month new social bundle the no ott is the icing on the cake thank u for making life easier innocent your satisfied new customer 	africell - General	None
1106830913491619845	africellug am here enjoying your gb at shs a month new social bundle the no ott is the icing on the cake thank u for making life easier innocent your satisfied new customer 	africell - Network	None
1106835057929535489	africellug just makes your weekend lit 	africell - Calls	None
1106835057929535489	africellug just makes your weekend lit 	africell - CustomerService	None
1106835057929535489	africellug just makes your weekend lit 	africell - Data	None
1106835057929535489	africellug just makes your weekend lit 	africell - General	Positive
1106835057929535489	africellug just makes your weekend lit 	africell - Network	None
1106848035202650113	africellug thanks for de feedback 	africell - Calls	None
1106848035202650113	africellug thanks for de feedback 	africell - CustomerService	None
1106848035202650113	africellug thanks for de feedback 	africell - Data	None
1106848035202650113	africellug thanks for de feedback 	africell - General	Positive
1106848035202650113	africellug thanks for de feedback 	africell - Network	None
1106895931507728384	africellug pctechmagazine africel money is had to access please airtime subscription would be better 	africell - Calls	None
1106895931507728384	africellug pctechmagazine africel money is had to access please airtime subscription would be better 	africell - CustomerService	None
1106895931507728384	africellug pctechmagazine africel money is had to access please airtime subscription would be better 	africell - Data	None
1106895931507728384	africellug pctechmagazine africel money is had to access please airtime subscription would be better 	africell - General	None
1106895931507728384	africellug pctechmagazine africel money is had to access please airtime subscription would be better 	africell - Network	None
1107020398162558977	you niggas delayed alsodont even recall where i threw your sim card 	africell - General	Negative
1107184047099441154	africellug tried to download swift bundles was so happy until it said authorized dealers pin now why did you just make things complex flushed 	africell - Calls	None
1107184047099441154	africellug tried to download swift bundles was so happy until it said authorized dealers pin now why did you just make things complex flushed 	africell - CustomerService	Negative
1107184047099441154	africellug tried to download swift bundles was so happy until it said authorized dealers pin now why did you just make things complex flushed 	africell - Data	None
1107184047099441154	africellug tried to download swift bundles was so happy until it said authorized dealers pin now why did you just make things complex flushed 	africell - General	None
1107184047099441154	africellug tried to download swift bundles was so happy until it said authorized dealers pin now why did you just make things complex flushed 	africell - Network	None
1107526807434285056	africellug i have africel simcard but where i get its airtime is a tag of war 	africell - Calls	None
1107526807434285056	africellug i have africel simcard but where i get its airtime is a tag of war 	africell - CustomerService	Negative
1107526807434285056	africellug i have africel simcard but where i get its airtime is a tag of war 	africell - Data	None
1107526807434285056	africellug i have africel simcard but where i get its airtime is a tag of war 	africell - General	None
1107526807434285056	africellug i have africel simcard but where i get its airtime is a tag of war 	africell - Network	None
1107527028729962498	africellug where to get its airtime is a tag of war 	africell - Calls	None
1107527028729962498	africellug where to get its airtime is a tag of war 	africell - CustomerService	Negative
1107527028729962498	africellug where to get its airtime is a tag of war 	africell - Data	None
1107527028729962498	africellug where to get its airtime is a tag of war 	africell - General	None
1107527028729962498	africellug where to get its airtime is a tag of war 	africell - Network	None
1107555169724706816	why do i need a police letter to do a sim swap africellug im not replacing a lost sim card just a faulty one and i need to get a letter from the popo flushed help me understand the why and how 	africell - Calls	None
1107555169724706816	why do i need a police letter to do a sim swap africellug im not replacing a lost sim card just a faulty one and i need to get a letter from the popo flushed help me understand the why and how 	africell - CustomerService	Negative
1107555169724706816	why do i need a police letter to do a sim swap africellug im not replacing a lost sim card just a faulty one and i need to get a letter from the popo flushed help me understand the why and how 	africell - Data	None
1107555169724706816	why do i need a police letter to do a sim swap africellug im not replacing a lost sim card just a faulty one and i need to get a letter from the popo flushed help me understand the why and how 	africell - General	None
1107555169724706816	why do i need a police letter to do a sim swap africellug im not replacing a lost sim card just a faulty one and i need to get a letter from the popo flushed help me understand the why and how 	africell - Network	None
1107582058853916672	africellug africel the best 	africell - Calls	None
1107582058853916672	africellug africel the best 	africell - CustomerService	None
1107582058853916672	africellug africel the best 	africell - Data	None
1107582058853916672	africellug africel the best 	africell - General	Positive
1107582058853916672	africellug africel the best 	africell - Network	None
1107604520455028736	africellug sautitech but you should help get us social bundles that work on telegram 	africell - Calls	None
1107604520455028736	africellug sautitech but you should help get us social bundles that work on telegram 	africell - CustomerService	None
1107604520455028736	africellug sautitech but you should help get us social bundles that work on telegram 	africell - Data	Negative
1107604520455028736	africellug sautitech but you should help get us social bundles that work on telegram 	africell - General	None
1107604520455028736	africellug sautitech but you should help get us social bundles that work on telegram 	africell - Network	None
1107647184265195527	africellug so if you assigned to me a sim card that has no serial number im the one to pay for the cost going after a police letter cant you verify my number which i know off headby calling the line if its active in my phone thinking 	africell - Calls	None
1107647184265195527	africellug so if you assigned to me a sim card that has no serial number im the one to pay for the cost going after a police letter cant you verify my number which i know off headby calling the line if its active in my phone thinking 	africell - CustomerService	Negative
1107647184265195527	africellug so if you assigned to me a sim card that has no serial number im the one to pay for the cost going after a police letter cant you verify my number which i know off headby calling the line if its active in my phone thinking 	africell - Data	None
1107647184265195527	africellug so if you assigned to me a sim card that has no serial number im the one to pay for the cost going after a police letter cant you verify my number which i know off headby calling the line if its active in my phone thinking 	africell - General	None
1107647184265195527	africellug so if you assigned to me a sim card that has no serial number im the one to pay for the cost going after a police letter cant you verify my number which i know off headby calling the line if its active in my phone thinking 	africell - Network	None
1107676241774153728	sheilahgashumba africellug wen to shoprite kampala to purchase an africell line and they told mi they are over tuli kuki 	africell - Calls	None
1107676241774153728	sheilahgashumba africellug wen to shoprite kampala to purchase an africell line and they told mi they are over tuli kuki 	africell - CustomerService	Negative
1107676241774153728	sheilahgashumba africellug wen to shoprite kampala to purchase an africell line and they told mi they are over tuli kuki 	africell - Data	None
1107676241774153728	sheilahgashumba africellug wen to shoprite kampala to purchase an africell line and they told mi they are over tuli kuki 	africell - General	None
1107676241774153728	sheilahgashumba africellug wen to shoprite kampala to purchase an africell line and they told mi they are over tuli kuki 	africell - Network	None
1107677444251807745	sheilahgashumba africellug i loaded my airtime worth knot knowing that swift bundles r paid using africell money sob 	africell - Calls	None
1107677444251807745	sheilahgashumba africellug i loaded my airtime worth knot knowing that swift bundles r paid using africell money sob 	africell - CustomerService	Negative
1107677444251807745	sheilahgashumba africellug i loaded my airtime worth knot knowing that swift bundles r paid using africell money sob 	africell - Data	None
1107677444251807745	sheilahgashumba africellug i loaded my airtime worth knot knowing that swift bundles r paid using africell money sob 	africell - General	None
1107677444251807745	sheilahgashumba africellug i loaded my airtime worth knot knowing that swift bundles r paid using africell money sob 	africell - Network	None
1107694628571172865	sheilahgashumba africellug those workers of africell at boulevard building have no customer care they suck 	africell - Calls	None
1107694628571172865	sheilahgashumba africellug those workers of africell at boulevard building have no customer care they suck 	africell - CustomerService	Negative
1107694628571172865	sheilahgashumba africellug those workers of africell at boulevard building have no customer care they suck 	africell - Data	None
1107694628571172865	sheilahgashumba africellug those workers of africell at boulevard building have no customer care they suck 	africell - General	None
1107694628571172865	sheilahgashumba africellug those workers of africell at boulevard building have no customer care they suck 	africell - Network	None
1107695042737504256	africellug sheilahgashumba why am i blacklisted 	africell - Calls	None
1107695042737504256	africellug sheilahgashumba why am i blacklisted 	africell - CustomerService	None
1107695042737504256	africellug sheilahgashumba why am i blacklisted 	africell - Data	None
1107695042737504256	africellug sheilahgashumba why am i blacklisted 	africell - General	None
1107695042737504256	africellug sheilahgashumba why am i blacklisted 	africell - Network	Negative
1107696411083182081	sheilahgashumba africellug if we could purchase it over normal airtime people at the mm stalls dunno about it its frustrating disappointed 	africell - Calls	None
1107696411083182081	sheilahgashumba africellug if we could purchase it over normal airtime people at the mm stalls dunno about it its frustrating disappointed 	africell - CustomerService	None
1107696411083182081	sheilahgashumba africellug if we could purchase it over normal airtime people at the mm stalls dunno about it its frustrating disappointed 	africell - Data	None
1107696411083182081	sheilahgashumba africellug if we could purchase it over normal airtime people at the mm stalls dunno about it its frustrating disappointed 	africell - General	None
1107696411083182081	sheilahgashumba africellug if we could purchase it over normal airtime people at the mm stalls dunno about it its frustrating disappointed 	africell - Network	None
1107696813858062336	africellug you have limited africell money outlets its a to load money 	africell - Calls	None
1107696813858062336	africellug you have limited africell money outlets its a to load money 	africell - CustomerService	Negative
1107696813858062336	africellug you have limited africell money outlets its a to load money 	africell - Data	None
1107696813858062336	africellug you have limited africell money outlets its a to load money 	africell - General	None
1107696813858062336	africellug you have limited africell money outlets its a to load money 	africell - Network	None
1107699746314076161	sheilahgashumba africellug have tried but here in gulu there is no where you can get africel mobile money fromafricel sucks smilingimp 	africell - Calls	None
1107699746314076161	sheilahgashumba africellug have tried but here in gulu there is no where you can get africel mobile money fromafricel sucks smilingimp 	africell - CustomerService	Negative
1107699746314076161	sheilahgashumba africellug have tried but here in gulu there is no where you can get africel mobile money fromafricel sucks smilingimp 	africell - Data	None
1107699746314076161	sheilahgashumba africellug have tried but here in gulu there is no where you can get africel mobile money fromafricel sucks smilingimp 	africell - General	None
1107699746314076161	sheilahgashumba africellug have tried but here in gulu there is no where you can get africel mobile money fromafricel sucks smilingimp 	africell - Network	None
1107706215490945024	sheilahgashumba africellug its very tiresome bse of africel money 	africell - Calls	None
1107706215490945024	sheilahgashumba africellug its very tiresome bse of africel money 	africell - CustomerService	None
1107706215490945024	sheilahgashumba africellug its very tiresome bse of africel money 	africell - Data	None
1107706215490945024	sheilahgashumba africellug its very tiresome bse of africel money 	africell - General	None
1107706215490945024	sheilahgashumba africellug its very tiresome bse of africel money 	africell - Network	None
1107707328378355712	africellug sheilahgashumba wanted to load money on ma mobile money account and then get the swift bundlesbt anyways never mind realized you dont kno where laaro is 	africell - Calls	None
1107707328378355712	africellug sheilahgashumba wanted to load money on ma mobile money account and then get the swift bundlesbt anyways never mind realized you dont kno where laaro is 	africell - CustomerService	Negative
1107707328378355712	africellug sheilahgashumba wanted to load money on ma mobile money account and then get the swift bundlesbt anyways never mind realized you dont kno where laaro is 	africell - Data	None
1107707328378355712	africellug sheilahgashumba wanted to load money on ma mobile money account and then get the swift bundlesbt anyways never mind realized you dont kno where laaro is 	africell - General	None
1107707328378355712	africellug sheilahgashumba wanted to load money on ma mobile money account and then get the swift bundlesbt anyways never mind realized you dont kno where laaro is 	africell - Network	None
1107711851125792771	sheilahgashumba africellug but africell cant work in rural areas my dia its only urban areas so talk to ur bosses 	africell - Calls	None
1107711851125792771	sheilahgashumba africellug but africell cant work in rural areas my dia its only urban areas so talk to ur bosses 	africell - CustomerService	None
1107711851125792771	sheilahgashumba africellug but africell cant work in rural areas my dia its only urban areas so talk to ur bosses 	africell - Data	None
1107711851125792771	sheilahgashumba africellug but africell cant work in rural areas my dia its only urban areas so talk to ur bosses 	africell - General	None
1107711851125792771	sheilahgashumba africellug but africell cant work in rural areas my dia its only urban areas so talk to ur bosses 	africell - Network	Negative
1107725720011329539	africellug no challenge am enjoying the network hearteyes 	africell - Calls	None
1107725720011329539	africellug no challenge am enjoying the network hearteyes 	africell - CustomerService	None
1107725720011329539	africellug no challenge am enjoying the network hearteyes 	africell - Data	None
1107725720011329539	africellug no challenge am enjoying the network hearteyes 	africell - General	Positive
1107725720011329539	africellug no challenge am enjoying the network hearteyes 	africell - Network	None
1107735699636273152	i want to skype but africellug internet is bogus angry 	africell - Calls	None
1107735699636273152	i want to skype but africellug internet is bogus angry 	africell - CustomerService	None
1107735699636273152	i want to skype but africellug internet is bogus angry 	africell - Data	Negative
1107735699636273152	i want to skype but africellug internet is bogus angry 	africell - General	None
1107735699636273152	i want to skype but africellug internet is bogus angry 	africell - Network	None
1107741516259299328	are back cant wait to get an africel line africellug am sorry other networks i have to chuck you until you get new tricks like your sister 	africell - Calls	None
1107741516259299328	are back cant wait to get an africel line africellug am sorry other networks i have to chuck you until you get new tricks like your sister 	africell - CustomerService	None
1107741516259299328	are back cant wait to get an africel line africellug am sorry other networks i have to chuck you until you get new tricks like your sister 	africell - Data	None
1107741516259299328	are back cant wait to get an africel line africellug am sorry other networks i have to chuck you until you get new tricks like your sister 	africell - General	Positive
1107741516259299328	are back cant wait to get an africel line africellug am sorry other networks i have to chuck you until you get new tricks like your sister 	africell - Network	None
1107889105046831104	africellug please train your agents and equip them with more information gilbert asked me whether i have bought internet before on my line yet that should be captured in your system plus please help me with internet settings for personal hotspot agents failed to do that 	africell - Calls	None
1107889105046831104	africellug please train your agents and equip them with more information gilbert asked me whether i have bought internet before on my line yet that should be captured in your system plus please help me with internet settings for personal hotspot agents failed to do that 	africell - CustomerService	Negative
1107889105046831104	africellug please train your agents and equip them with more information gilbert asked me whether i have bought internet before on my line yet that should be captured in your system plus please help me with internet settings for personal hotspot agents failed to do that 	africell - Data	None
1107889105046831104	africellug please train your agents and equip them with more information gilbert asked me whether i have bought internet before on my line yet that should be captured in your system plus please help me with internet settings for personal hotspot agents failed to do that 	africell - General	None
1107889105046831104	africellug please train your agents and equip them with more information gilbert asked me whether i have bought internet before on my line yet that should be captured in your system plus please help me with internet settings for personal hotspot agents failed to do that 	africell - Network	None
1107913326602997760	sheilahgashumba africellug your network is really poor 	africell - Calls	None
1107913326602997760	sheilahgashumba africellug your network is really poor 	africell - CustomerService	None
1107913326602997760	sheilahgashumba africellug your network is really poor 	africell - Data	None
1107913326602997760	sheilahgashumba africellug your network is really poor 	africell - General	None
1107913326602997760	sheilahgashumba africellug your network is really poor 	africell - Network	Negative
1107946686922588160	africellug my dears i urge you to show the names of the person on a given phone number rather than the same number again to avoid cases of putting airtime on a different number when they have insert the number the next notification should be asking the name not d number again 	africell - Calls	None
1107946686922588160	africellug my dears i urge you to show the names of the person on a given phone number rather than the same number again to avoid cases of putting airtime on a different number when they have insert the number the next notification should be asking the name not d number again 	africell - CustomerService	None
1107946686922588160	africellug my dears i urge you to show the names of the person on a given phone number rather than the same number again to avoid cases of putting airtime on a different number when they have insert the number the next notification should be asking the name not d number again 	africell - Data	None
1107946686922588160	africellug my dears i urge you to show the names of the person on a given phone number rather than the same number again to avoid cases of putting airtime on a different number when they have insert the number the next notification should be asking the name not d number again 	africell - General	None
1107946686922588160	africellug my dears i urge you to show the names of the person on a given phone number rather than the same number again to avoid cases of putting airtime on a different number when they have insert the number the next notification should be asking the name not d number again 	africell - Network	None
1107958030984011776	dear africellug for the last time i do not use swift bundles stop sending me messages all i want is fast internet angry pout 	africell - Calls	None
1107958030984011776	dear africellug for the last time i do not use swift bundles stop sending me messages all i want is fast internet angry pout 	africell - CustomerService	Negative
1107958030984011776	dear africellug for the last time i do not use swift bundles stop sending me messages all i want is fast internet angry pout 	africell - Data	None
1107958030984011776	dear africellug for the last time i do not use swift bundles stop sending me messages all i want is fast internet angry pout 	africell - General	None
1107958030984011776	dear africellug for the last time i do not use swift bundles stop sending me messages all i want is fast internet angry pout 	africell - Network	None
1108002734014455809	africellug some of our neighborhoods lack africell money agents kindly add an option for the swift bundle on airtime too 	africell - Calls	None
1108002734014455809	africellug some of our neighborhoods lack africell money agents kindly add an option for the swift bundle on airtime too 	africell - CustomerService	Negative
1108002734014455809	africellug some of our neighborhoods lack africell money agents kindly add an option for the swift bundle on airtime too 	africell - Data	None
1108002734014455809	africellug some of our neighborhoods lack africell money agents kindly add an option for the swift bundle on airtime too 	africell - General	None
1108002734014455809	africellug some of our neighborhoods lack africell money agents kindly add an option for the swift bundle on airtime too 	africell - Network	None
1108032983376764928	i wish africellug airtime was easy to access just like other networks tiredface weary mask facewiththermometer sneezingface 	africell - Calls	None
1108032983376764928	i wish africellug airtime was easy to access just like other networks tiredface weary mask facewiththermometer sneezingface 	africell - CustomerService	Negative
1108032983376764928	i wish africellug airtime was easy to access just like other networks tiredface weary mask facewiththermometer sneezingface 	africell - Data	None
1108032983376764928	i wish africellug airtime was easy to access just like other networks tiredface weary mask facewiththermometer sneezingface 	africell - General	None
1108032983376764928	i wish africellug airtime was easy to access just like other networks tiredface weary mask facewiththermometer sneezingface 	africell - Network	None
1108245746288152576	africellug i went to ur outlets to get ag lite simcard i didnt find 	africell - Calls	None
1108245746288152576	africellug i went to ur outlets to get ag lite simcard i didnt find 	africell - CustomerService	Negative
1108245746288152576	africellug i went to ur outlets to get ag lite simcard i didnt find 	africell - Data	None
1108245746288152576	africellug i went to ur outlets to get ag lite simcard i didnt find 	africell - General	None
1108245746288152576	africellug i went to ur outlets to get ag lite simcard i didnt find 	africell - Network	None
1108248010537029633	africellug africell is bae 	africell - Calls	None
1108248010537029633	africellug africell is bae 	africell - CustomerService	None
1108248010537029633	africellug africell is bae 	africell - Data	None
1108248010537029633	africellug africell is bae 	africell - General	Positive
1108248010537029633	africellug africell is bae 	africell - Network	None
1108256318941470720	africellug we are ready to surf till we are tired thanks ug 	africell - Calls	None
1108256318941470720	africellug we are ready to surf till we are tired thanks ug 	africell - CustomerService	None
1108256318941470720	africellug we are ready to surf till we are tired thanks ug 	africell - Data	Positive
1108256318941470720	africellug we are ready to surf till we are tired thanks ug 	africell - General	None
1108256318941470720	africellug we are ready to surf till we are tired thanks ug 	africell - Network	None
1108270082034147328	africellug i have a g phone but the africell sim card i bought recently in kitintale shows only h is your g advertisement fake yet all other networks show g in my phone 	africell - Calls	None
1108270082034147328	africellug i have a g phone but the africell sim card i bought recently in kitintale shows only h is your g advertisement fake yet all other networks show g in my phone 	africell - CustomerService	None
1108270082034147328	africellug i have a g phone but the africell sim card i bought recently in kitintale shows only h is your g advertisement fake yet all other networks show g in my phone 	africell - Data	Negative
1108270082034147328	africellug i have a g phone but the africell sim card i bought recently in kitintale shows only h is your g advertisement fake yet all other networks show g in my phone 	africell - General	None
1108270082034147328	africellug i have a g phone but the africell sim card i bought recently in kitintale shows only h is your g advertisement fake yet all other networks show g in my phone 	africell - Network	None
1108284969724661760	jmutibwa africellug africell is never fake my brother i love this game 	africell - Calls	None
1108284969724661760	jmutibwa africellug africell is never fake my brother i love this game 	africell - CustomerService	None
1108284969724661760	jmutibwa africellug africell is never fake my brother i love this game 	africell - Data	None
1108284969724661760	jmutibwa africellug africell is never fake my brother i love this game 	africell - General	Positive
1108284969724661760	jmutibwa africellug africell is never fake my brother i love this game 	africell - Network	None
1108302277000028161	africellug slow connection this afternoon 	africell - Calls	None
1108302277000028161	africellug slow connection this afternoon 	africell - CustomerService	None
1108302277000028161	africellug slow connection this afternoon 	africell - Data	Negative
1108302277000028161	africellug slow connection this afternoon 	africell - General	None
1108302277000028161	africellug slow connection this afternoon 	africell - Network	None
1108335543488835584	now airtelug if your internet is fake in kampala how abt when u go farpliz change or else africellug is far better than ue 	africell - Calls	None
1108335543488835584	now airtelug if your internet is fake in kampala how abt when u go farpliz change or else africellug is far better than ue 	africell - CustomerService	None
1108335543488835584	now airtelug if your internet is fake in kampala how abt when u go farpliz change or else africellug is far better than ue 	africell - Data	Positive
1108335543488835584	now airtelug if your internet is fake in kampala how abt when u go farpliz change or else africellug is far better than ue 	africell - General	None
1108335543488835584	now airtelug if your internet is fake in kampala how abt when u go farpliz change or else africellug is far better than ue 	africell - Network	None
1113340613292908545	hey africellug so i have just bought airtime of k from your clement hill rd center the lady here claims the money is loaded yet there is nothing am losing it transaction id r ps help 	africell - Calls	None
1113340613292908545	hey africellug so i have just bought airtime of k from your clement hill rd center the lady here claims the money is loaded yet there is nothing am losing it transaction id r ps help 	africell - CustomerService	None
1113340613292908545	hey africellug so i have just bought airtime of k from your clement hill rd center the lady here claims the money is loaded yet there is nothing am losing it transaction id r ps help 	africell - Data	None
1113340613292908545	hey africellug so i have just bought airtime of k from your clement hill rd center the lady here claims the money is loaded yet there is nothing am losing it transaction id r ps help 	africell - General	None
1113340613292908545	hey africellug so i have just bought airtime of k from your clement hill rd center the lady here claims the money is loaded yet there is nothing am losing it transaction id r ps help 	africell - Network	None
1113428163248390145	its absurd how africellug especially the boulevard branch has those i dont care attitude service people who cant even help to customer satisfaction not an ounce of intent its even more absurd that the boys there are part of the bracket neutralface 	africell - Calls	None
1113428163248390145	its absurd how africellug especially the boulevard branch has those i dont care attitude service people who cant even help to customer satisfaction not an ounce of intent its even more absurd that the boys there are part of the bracket neutralface 	africell - CustomerService	Negative
1113428163248390145	its absurd how africellug especially the boulevard branch has those i dont care attitude service people who cant even help to customer satisfaction not an ounce of intent its even more absurd that the boys there are part of the bracket neutralface 	africell - Data	None
1113428163248390145	its absurd how africellug especially the boulevard branch has those i dont care attitude service people who cant even help to customer satisfaction not an ounce of intent its even more absurd that the boys there are part of the bracket neutralface 	africell - General	None
1113428163248390145	its absurd how africellug especially the boulevard branch has those i dont care attitude service people who cant even help to customer satisfaction not an ounce of intent its even more absurd that the boys there are part of the bracket neutralface 	africell - Network	None
1113442757727666176	africellug thank you well appreciate that 	africell - Calls	None
1113442757727666176	africellug thank you well appreciate that 	africell - CustomerService	None
1113442757727666176	africellug thank you well appreciate that 	africell - Data	None
1113442757727666176	africellug thank you well appreciate that 	africell - General	Positive
1113442757727666176	africellug thank you well appreciate that 	africell - Network	None
1113525651842191363	africellug data connection disconnects like every after minutes or lessvery slowin kikoni 	africell - Calls	None
1113525651842191363	africellug data connection disconnects like every after minutes or lessvery slowin kikoni 	africell - CustomerService	None
1113525651842191363	africellug data connection disconnects like every after minutes or lessvery slowin kikoni 	africell - Data	Negative
1113525651842191363	africellug data connection disconnects like every after minutes or lessvery slowin kikoni 	africell - General	None
1113525651842191363	africellug data connection disconnects like every after minutes or lessvery slowin kikoni 	africell - Network	None
