id	sentence	label
1113442054015725568	mtn what an innovation of by mtn uganda hope other mobile telecommunication companies will pick lessons from here another magnificent achievement in the telecom company 	None
1113452238834413568	safaricomplc eliminate nonvalue adding processes and requirements why should a sim card be blocked keep it open i spent mins of valuable time unlocking a sim becoz of a puk benchmark on mtn they make it easy 	None
1113512209714491393	mtn am so stressed up with the mobile money services after being told to submit all the requirements like trading license tin number among others i hustled and submitted all in all hopes of reopening my blocked agent now the next step of looking for the 	None
1113512213732569088	representative supervisor to sign has become another nightmare when she picks your calls she wont be in kampala if shes in kampala shes sick and out of office and if not so she will never pick the calls why not delegate to some one available mtn please help 	None
1113522340288192518	mtn is mobile money down again thinking neutralface 	None
1113522483074863105	fuck you mtn joy enough of this nonsense lemi go back to my thieves airtel imagine i bought a night shift thinking its starts right away kumbe mbu midnight what do yall think we do night dancing joy 	Negative
1113523858831749120	mtn even sending to any number is down currently double check please 	None
1113525035829014529	mtn yello unfortunately this transaction could not be completed at this time try again later 	None
1113729848298692608	mtn told me to buy mb swift at k on pulse to get free minutes in return i c m no swift and no minutes muntase okhand 	Negative
1113783559670702080	mtn so this pulse thing really works like you get discounts en your day just becomes wow feel like throwing a paaarrrryyyyyy 	None
1113791371029176324	but mtn mtnugcare my mobile internet is too slow this week is there a problem or its my phone 	None
1113826646749011969	mtn what does one have to do for you guys to get your network in check this its absolute garbage like arrrrrrgggggghhhhh 	None
1113831941122535431	mtn is there any problem or challenges you guys are facing with the internet its so slow please work on it thank you 	None
1113861413020274689	thanks for telling them its trash suffering the same and theyre still pushing g ads went to airtel service centre and i was never helped they should stop and leave g to mtn 	None
1113862872822579205	mtn customers in uganda will now be able to call customers across all networks in the country using one rate shs per second and shs per minute according to mtn 	Positive
1113881976459673600	mtn internet is so slow in entebbe yet other networks have terrific speeds 	None
1113903784651051010	mtn is this bonus a joke why am i being charged yet i have all this bonus 	None
1113999282548482048	sharonshwaty airtel i told you mtn is cheaper u refused nio kati suffer 	Positive
1114033205127143424	shalomchantal mtn toli weka plus their data runs so fast like feeeehhhhhhh 	None
1114070267477803008	your network is horrendous today mtn ive sent this message at am want to see how long itll take between delivery amp reply 	Negative
1114072602002300929	dear mtn you guys sent me a promo msg of my pakapaka of mins mbs and sms shsbut on dialing its a whole lie flushed 	None
1114091711251320832	mtn joy my mum is complaining that youre against her subscribing for a monthly voice bundle coz youre jealous of her having that amount of airtime in the village how can the system be busy for hours 	Negative
1114132061407850497	mtn see inbox your internet is acting up again 	None
1114137314035421185	kati mtn i like the monthly voice call bundles very convenient im wondering since we mostly use web based messaging apps but once in a while need to use sms cant you make it a combo of voice and sms your expectant client 	None
1114151714062467074	mtn why is your international call voice so bad compare to other telecom herei have to waits for some seconds for receiver to get mei persevered this for several years but i have to know today uccofficial 	None
1114228829390888961	mtn mobile money network issues again angry 	None
1114243256336961537	mtn i dont know how to express my dissatisfaction over your internet without sounding vulgar amp embarrassing i have talked to you about it on all channels available but there is no fix it makes me feel less angry by shouting at you but im trying to keep composed you suck 	None
1114255457009459200	mtn just check our chat here on twitter or facebook talking about it over and over angers me more do you want someone to first commit suicide before you know that the network increases peoples stress levels 	Negative
1114257750161264641	please mtn do something airtel is making us jealous with this freaky friday thing cant we have our own thing even better than theres pray cry 	None
1114258274537431042	mtn thats not true even when am not using vpn your internet is so pathetic even so how come its only with mtn airtel internet still remains stable no matter the situation 	None
1114267152670953474	kohiiga mtn thank you hearteyes 	None
1114453110766878720	mtn service was great moving cashless and able to purchase stuff 	None
1114489784922075136	mtn please review this for your consideration since your facebook team seems to have ignored it 	None
1114491208359915520	mtn but mtn as a company am complaining have been buying minutes at every month for almost years but u cant created for us who belong in that category at least a promotion for that 	None
1114536028067573767	dear mtn thanks for being a good service provider but please lets go slow on this i know u cant wait to munch my ka airtime allow me take my time please thank you 	None
1114543185148153856	gadrogers personally i beef mtn most part of seeta g is a mystery neutralface 	None
1114550529294766081	mtn when i dialit only brings call ended 	None
1114557297617973253	mtn the same thing you told me last time when i dial it brings outgoing caller id service has been disabled it doesnt workyou told me the same thing last tym on facebookn natin workedi av not made any call or use my airtym since january 	Negative
1114566311416410119	mtn when put into that phone it can make calls when put in the smartphoneit cant 	None
1114570464905527296	mtn i dont mind you disconnecting my sims i will just get myself airtel 	Negative
1114588132127715328	mtn work on your customer services i just called your helpline and your teller or whatever they are called hung up on me before even fully listening to my problem speaking rude words in a nice tone and hanging up doesnt mean you have served me well 	None
1114591643481587713	mtn your internet is trash in namugongo its annoying and frustrating 	None
1114599330655211521	but mtn these ayo things have been deducting my airtime for more than a year now how will i ever benefit 	None
1114613527849984002	salongo mtn thank you hearteyes 	None
1114732613355417600	mtn cant seem to checkout with my current momocard which expires th this month check dm 	None
1114746764232417280	so i bought mtn data and never got it due to technical issues now i have to wait for everyone because it was a general issue i felt the pain of being generalised 	None
1114875739676008448	digitaldidan come to mtn thank me later 	None
1114883030231986176	mtn she kept on her gu big black phone n i had to leave coz i was not attended to 	None
1114885833884962818	mtn i will have now to board n go to mbarara due to your poor customer care 	None
1114942272569774080	mssekalema mtn aww thank you pray 	None
1114943122851676162	mtn kindly deploy someone to buy airtime in kiyanjabyafura mbarara all shops behave like that this has hindered my business which is situated in that area this evening im not a resident there but residents too have confirmed to me 	None
1114965365900173313	mtn i have issues with momo card what happened 	None
1115113993398554625	the way mtn data runs so fast these days feel like even throwing the line away 	None
1115133888366563328	morning mtn am working at park royal mall near watoto church in kampala town seriously we dont have ur network in this building and many people inside are complaining plz help out cry 	Negative
1115138907358810113	uccofficial our simcard have been verified over three times and we are now being threatened with being disconnected again by mtn please explain this incompetence 	None
1115175637323603972	mtn what is wrong with your interne 	None
1115182413464907776	mtn hi why am i getting an sms to visit mtn n register my numbers yet i did it before is it that u want us to have one mtn line only or you lost my registration 	None
1115211723341008896	mtn hullo good people please try to make yo service center in kaliro liquid every time they say they dont have cash 	None
1115253139215663104	mtn ive been trying to get a loan via mocash but in vain even when i went to the service center and registered as requested how can i be helped 	None
1115271917114744833	mtn guess you are lowering the tariffs because they are already high 	None
1115275339897425920	mtn not that govt amp its citizens are complaining for nothing ranging from poor networkhigh call ratepoor services in mobile moneyhigh tarif without consulting the consumers and ug are broad day thugsneed to swift to other telecom 	Negative
1115278568626491392	mtn please give me back my k your tidal jazz is a scam 	None
1115281931900477440	mtn ah ive over called and even textedjust gim me my money sweatsmile 	None
1115284895033647106	mtn anywayi paid for tidal last weekand it said sth about you guys sending me a code days have now passed and no link no music 	None
1115286878327013376	dear mtn i load data you steal i load prepaid calls you take i borrow airtime you overcharge me i call your helpline a slay queen answers she doesnt even know how to say data like a flavored oxygen breather and i keep theeing thilla gathumba with her thwift bundles 	None
1115314446824611845	ritahntaori mtn these rates are crazy 	None
1115317681341779968	mtn you ungrateful ingrates who gives you the authority to use peoples mobile money accounts as you wish did you ask to borrow from them or are you just deciding to rob us in broad day light 	None
1115321289852452864	mtn is this a selective process for particular mtn subscribers because some of my siblings havent received your verification messages and these are fully functional lines why are you saying its a ucc directive when airtel hasnt given us deadlines 	None
1115357000454615040	vhusky mtn yes initially i had offered a suggestion which u termed as confusion 	None
1115386648328585217	mtn something is fishy about my transactions some transactions from th april are missing out kindly check it out 	None
1115532531082907653	so mtn i bought my and u deducted the ka ugx but i havent received them wassup 	None
1115533605143547904	mtn your phones are not as good as the hype the ferro was a disaster if no one told you kindly take note we deserve better we have been fleeced enough with low end technology from you mtn 	None
1115534939892719622	hardly had we gotten used to the situation when mtn decided to spoil the fun expressionless 	None
1115540920705929216	mtn is your internet can not accomodate all of us anymore kindly let us know so that we look for other service providers we cant keep complaining about the same problem daily 	None
1115555671502725120	but mtn your internet is running at kbps but you deduct our data as if it is running at gbps i loaded a gb but its now mbs in leas than mins yet i have been struggling to send whatsapp messages 	None
1115567006986788865	mtn why mtn is choosing to increase mm fees uganda ns m license fee agreed with ucc then deportations of senior staff including md then md allowed back in fee raised to m amp now latest fee is m uganda consumer to bear the brunt make up the m difference 	None
1115573356831694848	mtn but you guyswhy increase the withdraw rates joy guys if you want to send me money first ask for my account number not mobile money stuff 	None
1115575331354705920	airtel guess what am switching to another networker mtn here i come 	None
1115576784815312896	ssmusoke mtn what is interesting is that after formal registration with my national id i went back to upgrade cards and had to go through process of finger prints etc original national id but they are now suggesting i go back with my national id to re register ha 	None
1115577772829810689	dear mtn why dont you first consult your clients before taking such decisions to increase mm charges or any new changes that may affect the common person 	None
1115600176603746306	dont forget to fall in love with the internet and you can access it using the best service provide around mtn 	None
1115619689424666625	mtn youre welcome it would be great if you would cover all users instead of limiting such to only facebook users 	None
1115625939659055104	emmamutaka mtn that shows you that a common person isnt valuable 	None
1115642026064793600	why is mtn raising the tariffs for everything 	None
1115684556789768194	akasingye and mtn never cares i still get such messages and calls but mtn guys will tell you please just leave those people they lack what to do imp 	None
1115693271085473793	valokecho mtn thanks for this but can your customer care lines be picked when we need call for assistance 	None
1115726970971729926	mtn please not tonight pray respect us what sort of g is this 	None
1115728426286161921	ssalikyle mtn joy cause i cant pay taxes on fuckin slow internet 	None
1115750292568576000	i got myself gb to download a video of mbs mtn i had managed to download mbs of the video and was alerted that data was used up usually every mb is accounted for with an allowance of mbs so am surprised 	None
1115832488314712064	davidokiring mtn stuckouttonguewinkingeye ur a bully 	None
1115835020067913730	mtn davidokiring but mtn is so regid in fact let me say greedy gb of data is userbal in a day so this ur days thing cant be better than africell gb daily bundle offer 	None
1115903094871687168	mtn mtnugcare guys please behave mbs is an insult to my phone cant even last a minute lets get serious promotions before spamming my phone twedeko 	None
1115914543685885952	dear mtn three things i do not own a national id none of these numbers belongs to me what is going to happen to us whose numbers were registered with passports st registration come st may 	None
1115919437188694016	uccofficial then why is mtn sending me prompts to visit their service centre just because two mtn lines are registered in my name using my nin i dont see my case in the reasons cited above 	None
1115945012770922496	this is about mtn prioritizing its shareholders over its clients extra tax and license fees are being transferred to the clients 	None
1115952470126211073	mtn network connection has become so slow the past few weeks 	None
1115956067756912641	is this a joke is this comedy akasingye you need to arrest the whole mtn plus the whole bosco take them all 	None
1115957127816863745	dukemugabi mtn i am changing to airtel already joy am tired 	None
1115965144041959424	mtn gaga was expensive today tiredface 	None
1115984712961536000	if you plan to use a safeboda at pm start loading credit at pm it takes ages to prompt yo mtn mobile money you sign out then sign and sign out then sign again but its a drag 	None
1115997116927811584	konka u people mtn when are ever fixing yo network in nakwero gayazait sucksboth voice and internet sob 	None
1116009343298736128	cookieeug mtn is also special 	Positive
1116033166538620928	but mtn this kind of terrible internet speed is really annoying grimacing pout grimacing 	None
1116044022559256577	mtn ironically it chops my money even if i have not used it this evening it cut my airtime without me even using it 	Negative
1116044686580432896	but mtn why are u like this all of a sudden i see a message your last call cost like im not even holding my phone this thuggery is unbecoming uccofficial we need better consumer protection im sure im not the only one 	Negative
1116045240119496714	mtn has the worst g network in the whole ug naye nange ninga omuloge i still buy their mbs rolleyes worried 	None
1116050554814377984	i just wonder what is happening with your network mtn as it is cumbersome to surf the net on your platform and instead consume the data without gaining any value for money spent and sometime data expires without being used and grateful for an answer 	None
1119879788959866880	thanks mtn for the give back i personally i appreciate you the network with high speed internet 	Positive
1119896890886193152	hello mtn iam trying to purchase content from itunes store but my mtn momo card is being declined error message says the payment card you entered is not valid in uganda please provide a valid payt card for uganda please help me out thanks 	None
1119897645563154432	mtn just made payment using mobile money pesapl till now payment is not reflected 	None
1119955963430297601	am back to my mtn internet i cant keep straining my head with this airtel g crawling internet 	Positive
1120018111854534656	am i the only one whose mtn data is like it has a running stomach sob mbs are just flowing like sh 	Negative
1120325493658726401	dear mtn if indeed my number is registered under a different identity then please deactivate my internet and mobile money as well why deactivate voice calls and conveniently leave the rest of the services open my number is in your dm thank you pout 	None
1120400712704450562	mtn please dont use the vpn as an excuse i had jst forgotten it on because i was using wifi after being disappointed all day so better work on your network 	None
1120403464612405249	mtn mtnugcare why is the internet so slow angry 	Negative
1120544225584721920	so safaricomplc kenya and mtn have decided to disconnect my roaming services across their networks since good friday its a pity 	None
1120595951658446848	dear mtn as other companies are reviewing their data bundles you guys need to start by reviewing your data crocodiles this aint good 	Negative
1120654206787047425	mtn ur g thing is so annoying in gulu in fact it doesnt work after gulu university u guys do something 	Negative
1120735965419593728	am on g but its slower than a snail mtn this internet aint funny 	Negative
1120920939183714304	my mtn numbers were disconnected yesterdaycould you tell me why registered numbers get disconnected did i break any of your policy 	None
1121011828526657536	mtn ive just returned from validating my sim card but now i cant make or receive any calls kindly rectify your mess its you guys who force lines on us for example when one buys a new phone modem or mifi from your shop you offer them new sim cardswtf confused 	None
1121090212522856453	mtn whats wrong with services i cant pay umemeltd yaka this is not good pout 	None
1121138674408804352	mtn the internet network is so poor of late what could be the problem 	Negative
1121339116296314880	mtn loaded a gaga yesterday evening but bandwidth too low practically not using my bundle like pages not loading cant browse whats this 	Negative
1121366735792365568	this conductors noise is messing up with mtn network even eh 	None
1121376361074122753	mtn meanwhile say hi to this lady dora works at forest mall she is really nice she knows how to handle all customers moods u know how mtn can be annoying but she calms down customers in a very mature way clap 	None
1121457204421451776	mtn network here in nebbi west nile has been so poor for the past week you can barely do nothing even wats app chats are a struggle kind regards 	None
1121479858893123584	mtn ever since i verified my number am unable to make calls though am able to receive what could be the issue 	Negative
1121509175652122626	mtn mtnugcare the poorest service seems not to end at lira service centre please management do something we got que management system but it doesnt mean you refer me to an agent otada indeed i was very annoyed and i gave up on my sim card upgrade i will use g like that 	None
1121510421813432320	please mtn i bought mbs using my thru mtn yange but havent received themi need them 	None
1121632140909617152	am i surprised that this is happening with mtn when we sometimes have network blackouts with no apology 	None
1121664772624097280	dear mtn the network around mulawa is really bad especially when making calls or data to the extent i have to stand outside my house everytime need assistance with this 	None
1121672740526706688	mtn you all need to stop being funny how does my airtime get depleted without me using it then you tell me it was because of a kb usage yet am very certain the moment i reached kenya was using wifi had to re buy airtime when i got back 	None
1121755394639056896	mtn your internet network is too slow 	None
1121775235332702209	mtn whats wrong with ur ott service 	None
1121813717841338369	dear mtn uccofficial how many times do i have to verify my number if u could not do your work earlier lets meet in court 	None
1121822565796683776	mtn the messages aint yet delivered i havent yet received one 	None
1121832688229519360	mtn ikecptin how many times must we do this though its happened to me times already and my biometrics still havent been captured rolleyes 	None
1121834111226740736	mtn i sent mobile money to a friends airtel number yesterday its now over hours and the person hasnt received the money yet it was deducted off my account how and what should i do to recover my money im increasingly getting frustrated by the minute valokecho 	None
1121835322256572416	mtn am not sure but sometimes the system randomly asks me to verify my sim card nin at the time of making a call 	None
1121846937169403910	mtn stellanrosa the hustle begins again talk about the long queues 	None
1121847102198431744	jnantu mtn the code still sends you to the mtn shop joy here i was thinking it is the better digital option 	None
1121849994296942593	kennethocaya mtn so whats hard my number is registered with my nin these guys are linked to nira system cant they tell whether those details match we cant keep wasting time on sim card registration honestly 	None
1121876200702525440	dont know who needs to see this but mtn stop stealing peoples money 	None
1122000678484942848	mtn i have followed all the steps and the last pop up message is visit the nearest mtn service center or duuka to verify before st may its just annoying to do the same thing thrice 	None
1122013000502845441	but can there be a for surviving mtn such a pain we deserve better 	None
1122033598889168896	mtn what is the intention of this advert what option i choose it tells me to go to mtn dduka you have all my data did u loose it it will be unfair to disconnected me 	None
1122048068558389248	mtn what other verification is this nin has started failing also guys we dont have time for repeating things all the time maybe send your agents to offices otherwise 	None
1122059502386319360	mtn this is hard after putting the nin to allow numbers still they refer you to visit mtn duuka to verify your numbers which means i cant verify my number using this option 	None
1122063718232330241	mtn thank you for stealing me 	None
1122074875252883456	mtn awesome thanks a bunch 	None
1122079247730978817	mtn what do we do with thugs who purport to call us from your office should we forward the numbers they use embarrassing how these guys masquerade at our noses 	None
1122082321446899712	ssewa mtn some mtn agents think working as agent of mtn they have made it in life 	None
1122084840399089664	mtn mwizasophy one status shows i am fully registered while another says i need to visit mtn please be considerate of our very valuable time 	None
1122086622130995201	mtn is stupid like that 	None
1122112519731064832	mtn when people try to call me not available when i try to make calls they are dropped i cant check dataairtime balances how do i get this fixed 	Negative
1122112980588453888	digitaldidan this has become some sort of ritual let mtn switch off my line if they want too shouldnt this be something they are able to do without disturbing our peace 	None
1122121987596390400	please mtn stop sending me messages in runyarwanda coz am a munyoro not munyarwanda why dont you send me messages in runyoro 	None
1122132906279936002	ugandanlawyer mtn despite verifying my details many times at your service centre option still pushes me back to your service centre any problem 	None
1122140177743392768	dear mtn you have continued to deduct mobile money tax from us we have kept quiet the other time we lost our money on mobile money we have not talked we will boycott you on this matter disconnect your simcards if you wish katwaakaba niimwe 	None
1122148809151217664	mtn pls try to clarify this issue to me and to the public is sim card verification free of charge or its for paying this came to my attention this morning when i went to verify my card to one of ur outlets nansanamasitoowa and i was asked to pay k rolleyes hmm 	None
1122215451931680768	mtn hello am kindly requesting you give me my pulse data that i bought today but it never appeared thanks 	None
1122443615177986053	and stupid mtn can not do the same they think we hqve time to waste at their shops thanks a lot airtel for being considerate 	None
1122446480806223872	but mtn u want us to verify what we verified registration long time ago u have details of our national ids cant we just do this exercise once and for all valokecho tuyambe 	None
1122451494169657344	mtn g internet is the best 	None
1122469577651310592	mtn doing the thing but its failing following all the prompts but in vain im way far from any registration agent need to get the verification done with my phone 	None
1122483506750345216	idiots mtn stopping taking my money when i subscribe for data bundle and you dont give me data this is the second time you are messing up my 	None
1122498283522461698	at one time poor me dials to check my registration status amp mtn sends me this dear felix kyebanakolanga your number is validated successfully using national id number nin just a day ago i dial the same digits and am told my no 	None
1122562956108210176	mtn this poor network between the hours of pm is unbelievable please do something 	None
1122584528751661056	tumwesigyerodg meanwhile mtn debited my momo and did not give me data since yesterday 	None
1122591641586552832	mtn your internet is very slow amp consuming my data like l get it for free i loaded mbs at pm browsed through twitter amp facebook and booooom by pm data was done pout 	None
1122597621682581506	mtn the internet is so poor i cant stand it 	None
1122623194891018240	turibrian airtel useless im switching back to mtn 	Positive
1122728649319428098	jfluyinda mtn it took minutes for these guys to chew my gb and then its going to take them hours to figure out what just happened to my data says mtn what kind of bs is this 	None
1122733868208074752	atuhighray and some are detoothing multi national company such as mtn 	None
1122784292181090304	mtn please work on your security lady at acacia mall service center she is so rude to clients 	None
1122786625900220416	mtn i have witnessed ladies collapsing due to this standing at your shoprite service center cant you do something about these people standing 	None
1122829014396174337	mtn i visited one of your branch to verify my mtn numbers but one of your worker requested for to verify my numbers so i want to know is this a new way of making money by repeated registration of numbers 	None
1122838161011486721	mtn the only reason am hesitant to use the momo card for shopping online is because once you make a purchase you will never receive the money back incase you reached an agreement with the online store for a refund 	None
1122838690257092611	mtn and considering that online shopping still has its short comings using the momo card becomes very risky i import mtn to make us feel secure when using this service it has potential but still very risky 	None
1122844041756991489	mtn even after verifying my numbers u still send me those notifications that i have not verified them so disturbed persevere 	None
1122844830571352065	mtn i have tried to verify my mtn following the steps u outline but step is not accepting u guys are referring me to go to mtn shop which is quite hard for me now i think am left with no option apart from u guys blocking ur line 	None
1122847482642350082	mtn seriously meaning you people have been deceiving your clients that you registered them anyway amnot surprised about ur comment becoz i know after visiting your shops again tomorrow you tell me the same story on different page 	None
1122847495447556096	mtn esterhazy kindly switch of my sim and totally done with your nonsense 	None
1122848172169101312	mtn this is about your on going urge to repeat registration a second time now mtn did this exercise well knowing that no one will be successful with it thats why when one tries to dial it reches dead end its you who did the first registration and now its you the same com 	None
1122852558261895168	mtn mtnugcare i have followed your but it sends me to visit your shop why 	None
1122855628152684544	mtn youre all liars you disconnect them as that will be easy for you not to disturb us again every year you disturb us with reregistering lines were fade up 	None
1122859232381014018	mtn where in uganda do you sell your simcards of k because one of your service centers almost robbed me yesterday i need clearance 	None
1122861683062575104	mtn that cant be the reason i saw all the numbers registered under my nin during registration my fingerprint was always verified if you cant sort out your systems ill just forget about the simcards and switch to another service provider 	None
1122869493984788481	airtel whats so hard with disconnecting the third number thats attached to my nin yet i even dont know the owner of that number ive gone to different places for verification but everytime i check my nin the number appears please dont start behaving like mtn 	None
1122889170618331136	mtn your thing is not working try it out yourself i think you got block me your referring me to go to the nearest mtn shop argggg 	None
1122900040563949568	after mtn let me down with their hopeless app smilecomsugs has been truly a savior u r a diasporian you need the best approach to regularly reach your village folks amp affordable options like whatsapp calls arent an option look no further 	None
1122907604655714304	mtn dcinemamagic mtn please work on my line i can not receive calls any morewhen people call it tells them my number is busy please help me out 	None
1122908968374943744	mtn muhendajob hello please help me out i no longer receive calls when people call me it tells them my number is busy when its on please help my number is 	None
1122914359670390790	mtn kindly explain how mbs get finished even before opening any app this is the second time its happening and u only keep promising to help 	None
1122921260013563907	mtn successfully reverified my number in minutes good stuff 	None
1122937078168412160	mtn this shit is now pissing me offwhat happens to the numbers of those out of the countrybut alsohow come i am trying to verify my number is they are telling me to go to an mtn centerhonestly with the current stress levelsyou are one telecoms company that is a pain 	None
1122951892496257025	airtel and mtn stop putting us on pressure to verify our numbers were busy in exams i know youre going to push your deadline goodnight sleeping 	None
1122952353576042497	mtn how can i verify my sim card when my networks are off you failed to get roaming partners in jordan and am not willing to lose this number so find solutions 	Negative
1124960854510845952	mtn well done mtn 	None
1125046015172718592	mtn how is possible that no mm agent in kira has float 	None
1125319327555698688	upgraded airtel sim to g on th april got the promised bundle on th april after several exchanges upgraded mtn sim to g got the promised bundle within the hour no marks for who guesses which simcard wont be verified smile 	None
1125401434365861888	mtn your response on these platforms is becoming too slow cant some get g responses 	None
1125436623913672705	iampamellah mtn it messed up these days stuckouttonguewinkingeye 	None
1125469578325311489	dear mtn since you know very well that i am not eligible for mtn xtratime stop filling my inbox with your dial bla 	None
1125695746475425792	mtn please am tired of these mtnmomo messages i honestly dont use all these services the messages are beyond irritating stop this spam 	None
1125732816187211776	nwscug between you and mtn who is responsible for this failure i cant pay water bills 	None
1125735633941667841	youre doing well mtn i am happy about this giving spirit 	Positive
1125758666756456448	mtn this is not the feedback i need st you claimed client was contacted on helpline now u are claiming she didnt pick why do we have to beg for the clients issue to be fixed like u are doing us a favour smh 	None
1125812766286204928	the day i decide to try airtel internet is when i believe mtn internet is better 	None
1125814684739932165	mtn whats a error cant seem to send mm 	None
1125824744295628801	so bundle activation problem takes exactly how long to fix mtn i am running out of wuusas today disappointedrelieved 	None
1125830578534801408	plis mtn learn how to communicate before you try to connect people coz your systems are down and no information from u guys 	None
1125833206505332736	mtn aishasports the app wasnt working either but got sorted through 	None
1125923173030080513	thank you mtn for being another crappy so called g network just making adverts but not actually working on the product oba which network can someone use for internet thats reliable and please dont say airtel cause they are the worst 	None
1125969490158682113	mtn i had mokash deduct my shs yesterday at am withdrew it but it wasnt credited to mm account raised complaint yesterday to you at the same time but up to now no response where is the money 	None
1125985978156556288	mtn whats up with bundle activation failing to activate 	None
1126023186813018112	hello mtn what is wrong with gaaga wednesday it can not be loaded 	None
1126031798075625472	what the hell is this mtn if the app is obsolete unload it asap off to airtel 	None
1126033374676750336	mtn is a joke gaga wednesday is even worse mymtn app is only wasting space on phones cant wait for freaky friday from airtel 	None
1126036232105091073	mtn error loading internet bundle this morning 	None
1126040598430011394	mtn why cant i access mobile money services and when will it be restored 	None
1126042114515718144	gundi mwe mtn whats wrong with this gaga thing today 	None
1126042242966327299	but seriously mtn why have i failed to buy mbz since yesterday is your crocodile satisfied 	None
1126046378474573824	mtn well played gaga of k but the app is down wow youre those people i would really want to see you but im busy 	None
1126051474210021376	mtn am loving you guys dancer kissingheart 	Positive
1126097916714803200	mtn well done mtn on the upgrade of the offer to gb for the time i am happy with you ninjaz 	None
1126133753200377858	mtn in an attempt to forward some little money to another network i consulted your website for tarrifs and i glad to notice that the fee seemed reasonable despite using the new rates which are not in effect yet 	None
1126134654556418048	upon initiating the transaction it turns out the fee specified on the app does not match that showing on the tariff guide why do we need a tariff guide if they do not reflect the actual fees someone explain this to me mtn 	None
1126139397999558661	mtn tidal tidal is not working today 	None
1126139647728418816	mtn tidal tidal is having technical issues please fix it 	None
1126158256769044482	mtn how come i cant activate gaga wednesday is it because the day has a big offer thinking 	None
1126184328415842305	mtn stop putting fake promotions that are there to just embezzle our money was given bonus after calling yo agent tells me that i dont see any bonus stop here is the pic attached 	Negative
1126193025523363841	but mtn stop playing us for fools your internet data doesnt work and if it works its very slowand then you check its done 	None
1126193809933721600	mtn but i cant get the bundle what is the hold up with the system 	None
1126196991862693888	mtn everybody is complaining about your internet you are thieves you people 	None
1126221202849136640	the way mtn chews data boundle one of these days is so annoying and mbu in a minute pout i feel like africell 	None
1126222413052690437	the moment i switch off my data you hear mtn you used up your data boundle so irritating style up your rates cheat pout 	None
1126246403771117568	just asking for a friend is g only in the adverts because in kla seems its g mtn style up we load data to surf not to see pages loading 	None
1126358089626718208	i have been trying to buy airtime mtn using my mobile money for the last mins in vain what shd son of man do now 	None
1126376855131566080	i knew airtel internet was a scam when a daily mb from mtn at k lasts as long as a days gb bundle from airtel at k with the same usage i can not be convinced otherwise 	None
1126387506713436160	mtn your internet this morning is way too slow neutralface 	None
1126459597064110086	mtn how else can i load a voice bundle without using the app because it seems the app is on a sabbatical 	None
1126477055623872513	mtn can hurt pipo banange the whole day one can not load a voice bundle am so bored with this 	None
1126498191275220992	mtnugcare mtn i have failed to load voice bundles since morning could this be a technical issue or its unique to me please advise 	None
1126545053722337285	mtn i pay way too much for this internet to be crappy 	None
1126603946787840001	umemeltd ive made two payments and i am not receiving tokens for both the first was via mtn mobile money second using payway tells me to wait hours what is not happening 	None
1126718272517197827	thank you mtn i now have g at home in bunga kawuku well done clap heartbeat 	None
1126731010547150849	whats going on with mtn internet no amount of data lasts minutes even when mobile data is switched off 	None
1126757499879604225	mtn i havent been able to load ott since wednesday what could be the problem am fed of using vpn 	None
1126760594625810433	well done mtn clap 	Positive
1126832278565421057	mtn why cant i make calls load airtime etc on my accountnumber yet i registered it and also verified that i had registered 	None
1126896069172965384	when mtn lie that its g 	None
1127078329578852352	solomonbusinge mtn wow thanks for that wonderful gesture mtn may the almighty bless uu 	None
1127213085251469319	in uganda everything is possible when mtns g is better than airtels g network mtn airtel 	None
1127225818894295044	mtn the data connectivity at kakira is for from desirable we are not able to communicate through whatsapp calls and internet connection is also slowpleade do the needful ganesan kakira sugar limited 	None
1127434284128788480	small small rain and the network is shitty mtn 	None
1127456880731873280	yo mtn did i miss the memour internet is crap this morning 	None
1127458690401832962	mtn its better now thanks karim 	Positive
1127461093499125760	so mtn is in my dmz asking for my phone numberwhatnotam in the heart of kampalamy phone has high specs and yes i have data why dont u just fix the damn internetwe pay handsomely for this servicesno 	None
1127503433190211584	mtn what kind of theft is this i loaded gb data at pm then at pm you send me a message that the data is depleted i have been using my phone with airtel data and it lasts when i called i was promised a response after hrs but alas nothing has come yet 	None
1127507566056083456	mtn karim i always tether with this iphone and even watch some videos using my airtel data which i use for my computer as well and it goes for more than a month with mtn i dont even stream anything btw on thursday i loaded as i was traveling but before i could reach it was done 	None
1127549352891883520	mwizasophy mtn the g thing here in ug is a scum 	None
1127590066166140930	mtn i think it would be fair if you told people that your global money transfer is a fucking hoax this is the second time youre not effecting transactions even after deducting cash and you have clueless people in the name of customer care personnel 	None
1127696209060220928	mtn mutulisa bubi sente zaffe youve blocked me without notice pout 	None
1127713923313143808	ehh my dear mtn how dare you chop mans hard earned money twice when renewing my tidal premium subscription via your app and only give me days i personally dont care if you chop it twice and give me days but u take months subscription and only give me this thugery 	None
1127771824048230400	nelsonruta mtn fakini joy sweatsmile joy rofl give me that m 	Negative
1127822633658089472	mtn yes you tried to advise me to call the sender which i did as i explained to you that he could not understand since st of may i had been waiting for an action thinking that you were going to unblock my account as you told me but still it remained blocked 	None
1127824047738368001	mtn so yesterday i called you through help line again for the complain you promised me to be patient that you will real do something to unblock my account but as per now am not forcing you please iam just saying this because ive been waiting for your help but still nothing 	None
